ID,Title,Category,Location,Country,Model,Brand,Capacity,Condition,DeliveryTime,DispatchTimeMax,Price,Currency,URL
123344920311,ASKO Pro Series Refrigerator and wine fridge NEW IN BOXES,Refrigerators,Essendon^VIC^Australia,AU,RWF2826 RF2826,ASKO,None,Brand New,None,None,13333.0,AUD,http://www.ebay.com.au/itm/ASKO-Pro-Series-Refrigerator-and-wine-fridge-NEW-BOXES-/123344920311
382766518976,Commercial Dairy / Fruit & Veg Fridge in Great Condition,Refrigerators,North Albury^NSW^Australia,AU,KM-20,Austral,None,Used,None,None,10000.0,AUD,http://www.ebay.com.au/itm/Commercial-Dairy-Fruit-Veg-Fridge-Great-Condition-/382766518976
273670120203,NEW Liebherr ECBN5066LH 462L Integrated Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,Liebherr,462,Brand New,3,3,8552.0,AUD,http://www.ebay.com.au/itm/NEW-Liebherr-ECBN5066LH-462L-Integrated-Bottom-Mount-Fridge-/273670120203
283270332978,NEW Samsung SRF751CCSS 751L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,Samsung,751,Brand New,6,3,7178.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF751CCSS-751L-French-Door-Fridge-/283270332978
183749166305,LIEBHERR 726L SMART STEEL SBS PAIR - SBSes7353 EX DISPLAY* - FULL FRIDGE & HA...,Refrigerators,Rosanna^VIC^Australia,AU,None,Liebherr,726,Brand New,None,None,6999.0,AUD,http://www.ebay.com.au/itm/LIEBHERR-726L-SMART-STEEL-SBS-PAIR-SBSes7353-EX-DISPLAY-FULL-FRIDGE-HA-/183749166305
263720992262,REFRIGERATOR 91CM A+ WITH SCREEN 3FOTOCAMERE WI-FI BLUETOOTH SAMSUNG FAMILY HUB,Mini Fridges,Italy,IT,None,Samsung,550 LT,Brand New,10,1,6503.34,AUD,http://www.ebay.com.au/itm/REFRIGERATOR-91CM-A-SCREEN-3FOTOCAMERE-WI-FI-BLUETOOTH-SAMSUNG-FAMILY-HUB-/263720992262
113676602152,LG SIGNATURE 700L French Door Fridge^ with InstaView Door-in-Door_SG-5I700TSL,Refrigerators,Greenacre^NSW^Australia,AU,SG-5I700TSL,LG,700,New: Never Used,None,None,5999.0,AUD,http://www.ebay.com.au/itm/LG-SIGNATURE-700L-French-Door-Fridge-InstaView-Door-in-Door-SG-5I700TSL-/113676602152
282461755324,Vitrifrigo Upper Refrigerator 157lt +Lower Freezer Icemaker/Refrigerator 144lt 1,Refrigerators,Italy,IT,None,Vitrifrigo,301,Brand New,6,15,5749.77,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Upper-Refrigerator-157lt-Lower-Freezer-Icemaker-Refrigerator-144lt-1-/282461755324
282461755327,Vitrifrigo Upper Refrigerator 157lt Lower Freezer Icemaker/Freezer 144lt 115/230,Refrigerators,Italy,IT,None,Vitrifrigo,301,Brand New,6,15,5692.27,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Upper-Refrigerator-157lt-Lower-Freezer-Icemaker-Freezer-144lt-115-230-/282461755327
323715087274,Liebherr Fridge Freezer New,Refrigerators,Templestowe^VIC^Australia,AU,None,Liebherr,None,New: Never Used,None,None,5500.0,AUD,http://www.ebay.com.au/itm/Liebherr-Fridge-Freezer-New-/323715087274
152825884846,New Samsung - SRF671BFH2 - 671L Family Hub    French Door Refrigerator,Refrigerators,Sydney^NSW^Australia,AU,SRF671BFH2,Samsung,671,Brand New,6,2,5499.0,AUD,http://www.ebay.com.au/itm/New-Samsung-SRF671BFH2-671L-Family-Hub-French-Door-Refrigerator-/152825884846
113258399735,NEW Samsung SRF671BFH2 671L Family Hub Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,SRF671BFH2,Samsung,671,Brand New,6,1,5449.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF671BFH2-671L-Family-Hub-Refrigerator-/113258399735
282461741194,Vitrifrigo WMC016C001 Self-contained system (compressor^ sea water condenser^ ev,Refrigerators,Italy,IT,None,Vitrifrigo,None,Brand New,6,15,5376.03,AUD,http://www.ebay.com.au/itm/Vitrifrigo-WMC016C001-Self-contained-system-compressor-sea-water-condenser-ev-/282461741194
282461755322,Vitrifrigo Upper Refrigerator 157lt +Lower Freezer Icemaker/Refrigerator 144lt 1,Refrigerators,Italy,IT,None,Vitrifrigo,301,Brand New,6,15,5335.79,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Upper-Refrigerator-157lt-Lower-Freezer-Icemaker-Refrigerator-144lt-1-/282461755322
282461755323,Vitrifrigo Upper Refrigerator 157lt Lower Freezer Icemaker/Freezer 144lt 115/230,Refrigerators,Italy,IT,None,Vitrifrigo,301,Brand New,6,15,5249.54,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Upper-Refrigerator-157lt-Lower-Freezer-Icemaker-Freezer-144lt-115-230-/282461755323
162944189872,New Hitachi - RX730GAX - 788L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,RX730GAX,HITACHI,788,Brand New,6,2,4999.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-RX730GAX-788L-French-Door-Fridge-/162944189872
162954645653,New LG - GF-V910MBSL - 910L French Door Fridge with InstaView Door-In-Door,Refrigerators,Sydney^NSW^Australia,AU,GF-V910MBSL,LG,910,Brand New,6,2,4999.0,AUD,http://www.ebay.com.au/itm/New-LG-GF-V910MBSL-910L-French-Door-Fridge-InstaView-Door-In-Door-/162954645653
143231872383,NEW LG GF-V910MBSL 910L InstaView Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,GF-V910MBSL,LG,910,Brand New,6,1,4999.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-V910MBSL-910L-InstaView-Refrigerator-/143231872383
282461755302,Vitrifrigo Stainless steel Upper Refrigerator 157lt + Lower Freezer/Refrigerator,Refrigerators,Italy,IT,None,Vitrifrigo,157,Brand New,6,15,4980.74,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Stainless-steel-Upper-Refrigerator-157lt-Lower-Freezer-Refrigerator-/282461755302
362622433236,Siemens Ka92dhb31 - Cooling Freezer Combination Side by Side - Doors Black,Refrigerators,Germany,DE,Does Not Apply,Siemens,None,Brand New,10,10,4928.61,AUD,http://www.ebay.com.au/itm/Siemens-Ka92dhb31-Cooling-Freezer-Combination-Side-Side-Doors-Black-/362622433236
282461755301,Vitrifrigo Stainless steel Upper Refrigerator 157lt + Lower Freezer/Freezer 144l,Refrigerators,Italy,IT,None,Vitrifrigo,157,Brand New,6,15,4923.24,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Stainless-steel-Upper-Refrigerator-157lt-Lower-Freezer-Freezer-144l-/282461755301
323712309353,Samsung 671L French Door Fridge - SRF671BFH2   *Bonus Woolworths e-Voucher,Refrigerators,West Footscray^VIC^Australia,AU,SRF671BFH2,Samsung,671,Brand New,None,None,4790.9,AUD,http://www.ebay.com.au/itm/Samsung-671L-French-Door-Fridge-SRF671BFH2-Bonus-Woolworths-e-Voucher-/323712309353
223406418853,Mitsubishi 743L French Door Fridge - MR-WX743C-S-A,Refrigerators,West Footscray^VIC^Australia,AU,None,Mitsubishi,743,Brand New,None,None,4766.75,AUD,http://www.ebay.com.au/itm/Mitsubishi-743L-French-Door-Fridge-MR-WX743C-S-A-/223406418853
223413529660,Mitsubishi 743L French Door Fridge - MR-WX743C-BR-A,Refrigerators,West Footscray^VIC^Australia,AU,None,Mitsubishi,743,Brand New,None,None,4766.75,AUD,http://www.ebay.com.au/itm/Mitsubishi-743L-French-Door-Fridge-MR-WX743C-BR-A-/223413529660
233142049491,Mitsubishi 743L French Door Fridge - MR-WX743C-W-A,Refrigerators,West Footscray^VIC^Australia,AU,None,Mitsubishi,743,Brand New,None,None,4766.75,AUD,http://www.ebay.com.au/itm/Mitsubishi-743L-French-Door-Fridge-MR-WX743C-W-A-/233142049491
282461741177,Vitrifrigo WMC012C001 Self-contained system (compressor^ sea water condenser^ ev,Refrigerators,Italy,IT,None,Vitrifrigo,None,Brand New,6,15,4686.06,AUD,http://www.ebay.com.au/itm/Vitrifrigo-WMC012C001-Self-contained-system-compressor-sea-water-condenser-ev-/282461741177
132977811526,Bosch Kad92hi30,Refrigerators,Germany,DE,Does Not Apply,Bosch,None,Brand New,10,10,4593.52,AUD,http://www.ebay.com.au/itm/Bosch-Kad92hi30-/132977811526
282461755298,Vitrifrigo Stainless steel Upper Refrigerator 157lt + Lower Freezer/Refrigerator,Refrigerators,Italy,IT,None,Vitrifrigo,157,Brand New,6,15,4566.75,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Stainless-steel-Upper-Refrigerator-157lt-Lower-Freezer-Refrigerator-/282461755298
282461755295,Vitrifrigo Stainless steel Upper Refrigerator 157lt + Lower Freezer/Freezer 144l,Refrigerators,Italy,IT,None,Vitrifrigo,157,Brand New,6,15,4516.44,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Stainless-steel-Upper-Refrigerator-157lt-Lower-Freezer-Freezer-144l-/282461755295
132977810707,Bosch Kad92ai30 - Doors Stainless Steel - Cool Combi Fridge Freezer Side by Side,Refrigerators,Germany,DE,Does Not Apply,Bosch,None,Brand New,10,10,4512.36,AUD,http://www.ebay.com.au/itm/Bosch-Kad92ai30-Doors-Stainless-Steel-Cool-Combi-Fridge-Freezer-Side-Side-/132977810707
264280827555,Skipio SGF-25 Upright Freezer - 510L,Refrigerators,Parramatta^NSW^Australia,AU,N/A,N/A,510,Brand New,6,1,4497.0,AUD,http://www.ebay.com.au/itm/Skipio-SGF-25-Upright-Freezer-510L-/264280827555?var=0
264280827555,Skipio SGF-25 Upright Freezer - 510L,Refrigerators,Parramatta^NSW^Australia,AU,N/A,N/A,510,Brand New,6,1,4497.0,AUD,http://www.ebay.com.au/itm/Skipio-SGF-25-Upright-Freezer-510L-/264280827555?var=563857284160
264280827555,Skipio SGF-25 Upright Freezer - 510L,Refrigerators,Parramatta^NSW^Australia,AU,N/A,N/A,510,Brand New,6,1,4497.0,AUD,http://www.ebay.com.au/itm/Skipio-SGF-25-Upright-Freezer-510L-/264280827555?var=563857284161
273325488610,NEW LG GF-V910MBSL 910L InstaView French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,GF-V910MBSL,LG,910,Brand New,3,3,4497.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-V910MBSL-910L-InstaView-French-Door-Fridge-/273325488610
192823855014,Samsung 671L Family Hub French Door Refrigerator SRF671BFH2,Refrigerators,Liverpool^NSW^Australia,AU,None,Samsung,671,Brand New,None,None,4449.0,AUD,http://www.ebay.com.au/itm/Samsung-671L-Family-Hub-French-Door-Refrigerator-SRF671BFH2-/192823855014
362622440197,Siemens Ka92dsb30 - Cooling Freezer Combination Side by Side - Doors,Refrigerators,Germany,DE,Does Not Apply,Siemens,None,Brand New,10,10,4411.53,AUD,http://www.ebay.com.au/itm/Siemens-Ka92dsb30-Cooling-Freezer-Combination-Side-Side-Doors-/362622440197
162813432984,New Hitachi - RG670GAXW - 722L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,Hitachi,722 L,Brand New,6,2,4399.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-RG670GAXW-722L-French-Door-Fridge-/162813432984
162921808826,New Hitachi - RG670GAXK - 722L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,Hitachi,722 L,Brand New,6,2,4399.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-RG670GAXK-722L-French-Door-Fridge-/162921808826
113702266876,NEW LG GF-V708MBSL 708L InstaView Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,GF-V708MBSL,LG,708,Brand New,6,1,4299.0,AUD,http://www.ebay.com.au/itm/NEW-LG-GF-V708MBSL-708L-InstaView-Refrigerator-/113702266876
132991569457,Siemens Ka92dhi30 - Set-Vib Home Connect Combination Consisting of Ka92dai30 + K,Refrigerators,Germany,DE,Does Not Apply,Siemens,None,Brand New,10,10,4291.98,AUD,http://www.ebay.com.au/itm/Siemens-Ka92dhi30-Set-Vib-Home-Connect-Combination-Consisting-Ka92dai30-K-/132991569457
153105051716,New Mitsubishi - MR-WX743C-SA - 743L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,Mitsubishi,743,Brand New,6,2,4199.0,AUD,http://www.ebay.com.au/itm/New-Mitsubishi-MR-WX743C-SA-743L-French-Door-Fridge-/153105051716
282461741430,Vitrifrigo Stainless steel Upper Refrigerator 157lt + Lower Freezer 75lt 12-24V,Refrigerators,Italy,IT,None,Vitrifrigo,232,Brand New,6,15,4190.14,AUD,http://www.ebay.com.au/itm/Vitrifrigo-Stainless-steel-Upper-Refrigerator-157lt-Lower-Freezer-75lt-12-24V-/282461741430
163016721492,New LG - GF-V708BSL - 708L French Door Fridge with InstaView Door-In-Door,Refrigerators,Sydney^NSW^Australia,AU,GF-V708BSL,LG,708 L,Brand New,6,2,4099.0,AUD,http://www.ebay.com.au/itm/New-LG-GF-V708BSL-708L-French-Door-Fridge-InstaView-Door-In-Door-/163016721492
263632780188,REFRIGERATOR AMERICAN QUATTRO DOORS STAINLESS CLASS A ART.RF60J9021SR SAMSUNG,Refrigerators,Italy,IT,None,Samsung,None,Brand New,10,2,4056.16,AUD,http://www.ebay.com.au/itm/REFRIGERATOR-AMERICAN-QUATTRO-DOORS-STAINLESS-CLASS-ART-RF60J9021SR-SAMSUNG-/263632780188
282461741189,Vitrifrigo WMC009C001 Self-contained system (compressor^ sea water condenser^ ev,Refrigerators,Italy,IT,None,Vitrifrigo,None,Brand New,6,15,4017.65,AUD,http://www.ebay.com.au/itm/Vitrifrigo-WMC009C001-Self-contained-system-compressor-sea-water-condenser-ev-/282461741189
183788281645,1948 Antique Retro Vintage Crosley Shelvador Fridge Freezer,Refrigerators,Lavington^NSW^Australia,AU,None,None,None,Seller refurbished,None,None,4000.0,AUD,http://www.ebay.com.au/itm/1948-Antique-Retro-Vintage-Crosley-Shelvador-Fridge-Freezer-/183788281645
382857475056,Blast freezer for sale *USED*,Refrigerators,Dandenong North^VIC^Australia,AU,None,None,None,Used,None,None,4000.0,AUD,http://www.ebay.com.au/itm/Blast-freezer-sale-USED-/382857475056
113667557858,Samsung 671L Family Hub 2.0 4 Door French Door Fridge - MODEL: SRF671BFH2,Refrigerators,Rockdale^NSW^Australia,AU,SRF671BFH2,SAMSUNG,671 Litre,New: Never Used,None,None,3999.0,AUD,http://www.ebay.com.au/itm/Samsung-671L-Family-Hub-2-0-4-Door-French-Door-Fridge-MODEL-SRF671BFH2-/113667557858
153086555457,New Mitsubishi - MR-WX743C-WA - 743L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,Mitsubishi,743,Brand New,6,2,3999.0,AUD,http://www.ebay.com.au/itm/New-Mitsubishi-MR-WX743C-WA-743L-French-Door-Fridge-/153086555457
