ID,Title,Category,Location,Country,Model,Brand,Capacity,Condition,DeliveryTime,DispatchTimeMax,Price,Currency,URL,State,Capacity_Type
123344920311,ASKO Pro Series Refrigerator and wine fridge NEW IN BOXES,Refrigerators,Essendon^VIC^Australia,AU,RWF2826 RF2826,ASKO,None,Brand New,None,None,13333.0,AUD,http://www.ebay.com.au/itm/ASKO-Pro-Series-Refrigerator-and-wine-fridge-NEW-BOXES-/123344920311,VIC,Nan
382766518976,Commercial Dairy / Fruit & Veg Fridge in Great Condition,Refrigerators,North Albury^NSW^Australia,AU,KM-20,AUSTRAL,None,Used,None,None,10000.0,AUD,http://www.ebay.com.au/itm/Commercial-Dairy-Fruit-Veg-Fridge-Great-Condition-/382766518976,NSW,Nan
273670120203,NEW Liebherr ECBN5066LH 462L Integrated Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,LIEBHERR,462,Brand New,3,3,8552.0,AUD,http://www.ebay.com.au/itm/NEW-Liebherr-ECBN5066LH-462L-Integrated-Bottom-Mount-Fridge-/273670120203,NSW,450-500
283270332978,NEW Samsung SRF751CCSS 751L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,SAMSUNG,751,Brand New,6,3,7178.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF751CCSS-751L-French-Door-Fridge-/283270332978,NSW,>600
183749166305,LIEBHERR 726L SMART STEEL SBS PAIR - SBSes7353 EX DISPLAY* - FULL FRIDGE & HA...,Refrigerators,Rosanna^VIC^Australia,AU,None,LIEBHERR,726,Brand New,None,None,6999.0,AUD,http://www.ebay.com.au/itm/LIEBHERR-726L-SMART-STEEL-SBS-PAIR-SBSes7353-EX-DISPLAY-FULL-FRIDGE-HA-/183749166305,VIC,>600
113676602152,LG SIGNATURE 700L French Door Fridge^ with InstaView Door-in-Door_SG-5I700TSL,Refrigerators,Greenacre^NSW^Australia,AU,SG-5I700TSL,LG,700,New: Never Used,None,None,5999.0,AUD,http://www.ebay.com.au/itm/LG-SIGNATURE-700L-French-Door-Fridge-InstaView-Door-in-Door-SG-5I700TSL-/113676602152,NSW,>600
323715087274,Liebherr Fridge Freezer New,Refrigerators,Templestowe^VIC^Australia,AU,None,LIEBHERR,None,New: Never Used,None,None,5500.0,AUD,http://www.ebay.com.au/itm/Liebherr-Fridge-Freezer-New-/323715087274,VIC,Nan
152825884846,New Samsung - SRF671BFH2 - 671L Family Hub    French Door Refrigerator,Refrigerators,Sydney^NSW^Australia,AU,SRF671BFH2,SAMSUNG,671,Brand New,6,2,5499.0,AUD,http://www.ebay.com.au/itm/New-Samsung-SRF671BFH2-671L-Family-Hub-French-Door-Refrigerator-/152825884846,NSW,>600
113258399735,NEW Samsung SRF671BFH2 671L Family Hub Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,SRF671BFH2,SAMSUNG,671,Brand New,6,1,5449.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF671BFH2-671L-Family-Hub-Refrigerator-/113258399735,VIC,>600
162944189872,New Hitachi - RX730GAX - 788L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,RX730GAX,HITACHI,788,Brand New,6,2,4999.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-RX730GAX-788L-French-Door-Fridge-/162944189872,NSW,>600
